Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
16/04/2019,"7 CHURCHFIELDS, ASHBOURNE, COUNTY MEATH",,Meath,"€352,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2015,"45 OAKLAWNS, DUNDALK, LOUTH",,Louth,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2012,"67 The Groves, Dingle",,Kerry,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"22 MAPLE AVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€437,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"1 FEHEEN VALLEY, STRAND ROAD, TERMONFECKIN",,Louth,"€449,339.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
01/10/2018,"9 DUNRAVEN DOWNS, BLACKROCK RD, CORK",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2014,"APT 14, 3 MAIN ST, CLONGRIFFIN DUBLIN 13",Dublin 13,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2011,"Grigg, Doohamlet, Castleblayney",,Monaghan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2015,"40 WENTWORTH PLACE, NAAS, KILDARE",,Kildare,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2019,"46 CEDARBROOK AVE, CHERRY ORCHARD, DUBLIN 10",Dublin 10,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2014,"Highfield Cottage, Ballinamona, The Ballagh  Enniscorthy",,Wexford,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2021,"9 SHEAN ABHAINN, CASTLESTREET, CASTLEBAR",,Mayo,"€111,428.57",No,No,Second-Hand Dwelling house /Apartment,
14/09/2021,"LOWER RED ROW BALLINTRAY, COURTOWN, GOREY",,Wexford,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2015,"22 ROS NA RI, COMMINS RD, NAVAN",,Meath,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"32 BELFIELD ABBEY, BOREENMANNA RD, CORK",,Cork,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2011,"31 Garavogue Villas, Sligo",,Sligo,"€60,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/11/2016,"54 BALLMACOOL, LETTERKENNY, CO DONEGAL",,Donegal,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2015,"23 LISSADYRA, TUAM, GALWAY",,Galway,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2012,"26 Trinity Street, Drogheda",,Louth,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2018,"5 ABBEYCLOSE, ROCHFORD MANOR, TRIM",,Meath,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2021,"LARKHILL, BALLYMOTE, SLIGO",,Sligo,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2020,"15 Mill View, Ballinglanna, Glanmire",,Cork,"€259,912.00",No,Yes,New Dwelling house /Apartment,
01/12/2015,"28 The Stables, Duncarbry, Tullaghan",,Leitrim,"€70,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2014,"Castletown, Tara",,Meath,"€333,039.64",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/08/2015,"221 THE KESTRALS, JACOBS ISLAND, CORK",,Cork,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"1a St Assams Road West, Raheny",Dublin 5,Dublin,"€770,925.00",No,Yes,New Dwelling house /Apartment,
04/10/2019,"4 Glenheron Park, Glenheron, Greystones",,Wicklow,"€409,691.00",No,Yes,New Dwelling house /Apartment,
10/04/2012,"Creelagh, Rathdowney",,Laois,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"BASSETDOWN, RINEEN, SKIBBEREEN",,Cork,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2010,"Lambay, Kilbride, Trim",,Meath,"€320,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/02/2020,"HOLLYMOUNT, RATHMORE, CO KERRY",,Kerry,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2018,"5 COACH HOUSE, BACHELORS LANE, DROGHEDA",,Louth,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2020,"63 MANOR ST, WATERFORD, WATERFORD",,Waterford,"€82,600.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2017,"ABBEY ST, ROSCREA, TIPPERARY",,Tipperary,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2012,"Carrickmaquigley, Redcastle",,Donegal,"€31,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2012,"23 Cúl na Gréine, Old Bawn, Tallaght.",,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2017,"WATERVILLE, KERRY",,Kerry,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2019,"26 Cilleithne Gardens, Bellingham, Portlaoise",,Laois,"€181,000.00",No,Yes,New Dwelling house /Apartment,
20/12/2010,"Kilmorebrannagh, Brannagh, Kildare",,Kildare,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2013,"The Presbytery, Kilkenny Street, Castlecomer",,Kilkenny,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2021,"23 PRIMROSE SQ, JIGGINSTOWN, NAAS",,Kildare,"€339,207.00",No,Yes,New Dwelling house /Apartment,
14/08/2015,"DONN DARA, BALLINACARRIG, WEXFORD ROAD",,Carlow,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2017,"APT 20 WEIR HOUSE, RIVERVIEW COMPLEX, RICHMOND RD DUBLIN 3",Dublin 3,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2015,"No. 1 Newtown Park, Keash Road, Ballymote",,Sligo,"€22,500.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
21/12/2017,"WARATAH, KNOCKNACARRA, SALTHILL",,Galway,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2017,"4 Enderly, Cunningham Drive, Dalkey",,Dublin,"€775,331.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/06/2021,"CABRAGH, CARNACROSS, KELLS",,Meath,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2015,"SISTERS OF MERCY, ACHILL, CO MAYO",,Mayo,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2016,"16 CEDAR BROOK AVE, CHERRY ORCHARD, DUBLIN 10",Dublin 10,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2010,"35 LACKABANE VILLAGE, FOSSA, KILLARNEY",,Kerry,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"31 MONKSFIELD HEIGHTS, MONESTARY RD, DUBLIN 22",Dublin 22,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"14 RIDGEWOOD, WHITEBARN, YOUGHAL",,Cork,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2011,"40 Ballintyre Square, Ballinteer",Dublin 16,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2020,"22 BRENNANSTOWN AVENUE, BRENNANSTOWN, CABINTEELY",Dublin 18,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2017,"5 MOUNT STREET CRESCENT, DUBLIN 2",,Donegal,"€1,260,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2021,"APT 39, BELMONT HALL, MIDDLE GARDINER ST DUBLIN 1",Dublin 1,Dublin,"€282,000.00",No,Yes,New Dwelling house /Apartment,
06/12/2017,"CIRCULAR RD, ENNISTYMON, CO CLARE",,Clare,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"BALLYVINITER LOWER, MALLOW, CORK",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2010,"37 THE FAIRWAYS, POLLERTON, CARLOW",,Carlow,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2021,"29 THE BIRCHES, LOUGH NA GLACK, CARRICKMACROSS",,Monaghan,"€127,753.30",No,Yes,New Dwelling house /Apartment,
15/06/2015,"7 FENIAN ROW, BALLINA, MAYO",,Mayo,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2018,"16 WESLEY COURT, WILLIAM ST, KILKENNY CITY",,Kilkenny,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2015,"1 Hazelwood Green, Celbridge, Co Kildare",,Kildare,"€232,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/12/2015,"SHANCO HOUSE, SHANCO, CORDUFF",,Monaghan,"€37,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"5 VICARS COURT, ARCHERSWOOD, CLONEE DUBLIN 15",Dublin 15,Dublin,"€70,833.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2010,"33 Bancroft Road, Tallaght",,Dublin,"€230,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/09/2020,"27 FRIARSLAND APTS, ROEBUCK RD, CLONSKEAGH",Dublin 14,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2014,"CROODERRY, KNOCKVICAR, BOYLE",,Roscommon,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2021,"2 Coolkellure Lane, Coolkellure, Lehenghmore",,Cork,"€332,995.59",No,Yes,New Dwelling house /Apartment,
07/09/2021,"13 WOODVILLE GROVE LUCAN, DUBLIN",,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2017,"KINNEAGH, CURRAGH, KILDARE",,Kildare,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2019,"23 FAIR ST, MALLOW, CORK",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2018,"43 Waverly Avenue, Blacklion, Greystones",,Wicklow,"€374,450.00",No,Yes,New Dwelling house /Apartment,
28/03/2013,"78 Portmarnock Drive, Portmarnock",,Dublin,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2012,"Auburn, Orchard Road",,Cork,"€396,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"14 THORNBROOK, THE BALLAGH, ENNISCORTHY",,Wexford,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2015,"150 Lackanash, Trim",,Meath,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2021,"APARTMENT 22 BLOCK D, DUNLUCE, DUBLIN 4",Dublin 4,Dublin,"€720,000.00",No,Yes,New Dwelling house /Apartment,
26/11/2015,"APT 16, CNOC ARD, BALLINA",,Tipperary,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2015,"61 CELBRIDGE ABBEY, CLANE RD, CELBRIDGE",,Kildare,"€325,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/09/2020,"257 MOOREFIELD PARK, NEWBRIDGE, KILDARE",,Kildare,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2014,"APT.16 BLOCK 18, MARRSFIELD  AVENUE, CLONGRIFFIN",,Dublin,"€101,923.07",No,No,Second-Hand Dwelling house /Apartment,
26/09/2019,"GLENCOACH, MOUNTCHARLES, DONEGAL",,Donegal,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2017,"BLACKHALL, KILCLOON, MEATH",,Meath,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/01/2018,"11 STRAND ST, ATHLONE, CO WESTMEATH",,Westmeath,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2020,"22 HANSTED CLOSE, NEWCASTLE ROAD, LUCAN",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2016,"3 O KEEFFE PARK, GLENAMADDY, GALWAY",,Galway,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2012,"35 Hillcrest Drive, Gorey",,Wexford,"€42,900.00",Yes,No,Second-Hand Dwelling house /Apartment,
02/05/2013,"Greenville, Terelton, Macroom",,Cork,"€164,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2019,"7 SLI GHEAL, BALLYMONEEN RD, KNOCKNACARRA",,Galway,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2020,"4 ORMOND RD, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2012,"26 ST. ASSAMS ROAD WEST, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2018,"WYNDBERG, STRAFFAN RD, KILL",,Kildare,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2016,"52 FOUNTAIN COURT, TRALEE, KERRY",,Kerry,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2018,"61 DALYSFORT ROAD, SALTHILL, CO. GALWAY",,Galway,"€245,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/03/2015,"ROSE HOUSE, THOMATONE  LOWER, INCH GOREY",,Wexford,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2021,"BALLYTRISNANE, DUNGARVAN, COUNTY WATERFORD",,Waterford,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2013,"4 Orwell Woods, Orwell Park, Rathgar",Dublin 6,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"ROSTURK, MULRANNY, CO MAYO",,Mayo,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2015,"2 ARKLE SQ, THE CHASE, BLACKROCK",,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2015,"18 Dargan's Way, Railway Avenue, Sutton",Dublin 13,Dublin,"€515,418.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/09/2014,"BONAGREW EAST, BRITTAS BAY, CO. WICKLOW",,Wicklow,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2013,"3 Beech Row, Clondalkin",,Dublin,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2015,"113 CHERRY AVE, RIVERVALLEY, SWORDS",,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2020,"5 SEABANK TERRACE, ARKLOW, CO WICKLOW",,Wicklow,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2012,"2 Luttrellstown Walk, Castleknock",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2017,"SOONAGH, AUGHNACLIFF, CO LONGFORD",,Longford,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2013,"47 Shelmalier Road, East Wall",Dublin 3,Dublin,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2018,"APT 11 PORT HOUSE, PORT RD, LETTERKENNY",,Donegal,"€27,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2021,"14 GULISTAN COTTAGES, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€201,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2014,"34 SARSFIELD PARK, LUCAN, DUBLIN",,Dublin,"€224,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2020,"STRAMAQUERTY, VIRGINA, CO CAVAN",,Cavan,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"MALONES HOUSE, ST MANTANS ROAD, WICKLOW",,Wicklow,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"Unit 100 Royal Canal Court, Royal Canal Way, Ashtown",,Dublin,"€76,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/09/2016,"79 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW",,Carlow,"€162,462.56",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/02/2013,"5 The Paddocks, Tonaphubble",,Sligo,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2012,"apartment 26, 35 mountjoy square, dublin1",,Dublin,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2019,"34 PARKLANDS, NEW RD, WESTPORT",,Mayo,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2019,"32 Pelletstown Avenue, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,"€400,881.06",No,Yes,New Dwelling house /Apartment,
16/07/2020,"S Sli Ui Mhaoiliosa, Craughwell, Co Galway.",,Galway,"€201,762.10",No,Yes,New Dwelling house /Apartment,
12/11/2020,"11 BALLAGH COVE, BALLAGHKEEN, ENNISCORTHY",,Wexford,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2015,"BALLYROBIN, CULLEN, TIPPERARY",,Tipperary,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2020,"8 Killian's Glen, Rathdrum, County Wicklow",,Wicklow,"€207,600.00",No,Yes,New Dwelling house /Apartment,
20/04/2011,"20 College Court, Waterford City",,Waterford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2019,"24 SHANDON COURT, YELLOW RD UPPER, WATERFORD",,Waterford,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2017,"62 WILLOW PK, ATHLONE, WESTMEATH",,Westmeath,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2018,"18 Cois Glaisin Court, Johnstown, Navan",,Meath,"€204,185.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/09/2013,"Cloonshanbally, Culfadda, Ballymote",,Sligo,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2021,"33 GRAFTON HALL, AUNGIER ST, DUBLIN 2",Dublin 2,Dublin,"€232,165.48",No,No,Second-Hand Dwelling house /Apartment,
19/01/2021,"31 ARD LAOIS, GOREY, WEXFORD",,Wexford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"30 Archers Wood Drive, Delgany",,Wicklow,"€506,607.92",No,Yes,New Dwelling house /Apartment,
26/02/2014,"EMLAGHGATION, BALLYMOTE, SLIGO",,Sligo,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2014,"ARA COEL, BALLYSCANNELL, BALLINFULL",,Sligo,"€353,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2019,"28 ARDSOLAS, OLD NAAS ROAD, BROWNSBARN",,Dublin,"€295,154.19",No,Yes,New Dwelling house /Apartment,
05/09/2014,"28 BERLINGFORD DR, BLACKROCK, CORK",,Cork,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2012,"34 Maple Lane, Castlelake, Carrigtwohill",,Cork,"€165,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/08/2014,"26 RIVERVALE PARK, DUNLEER, LOUTH",,Louth,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2020,"291 GOLF LINKS ROAD, ENNIS, CO CLARE",,Clare,"€113,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2016,"CASTLEBOY, KILCHREEST, LOUGHREA",,Galway,"€88,411.40",Yes,No,Second-Hand Dwelling house /Apartment,
04/02/2014,"THE FALLS, DRIMINIDY NORTH, DRIMOLEAGUE",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2018,"28 WOODSIDE, COURTOWN HARBOUR, GOREY",,Wexford,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2017,"24 FATHER MATTHEW ST, TIPPERARY TOWN, TIPPERARY",,Tipperary,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"5 WHITEBEAM AVE, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/02/2019,"12 Paarkside Row, Malahide Road, Dublin 17",Dublin 17,Dublin,"€330,396.00",No,Yes,New Dwelling house /Apartment,
11/09/2012,"Tullyhonour, Breenagh, Letterkenny",,Donegal,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2015,"21 WYNNEFIELD PARK, WYNNEFIELD RD, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2018,"RAILWAY COTTAGE, QUAYBAWN, GLENBEIGH",,Kerry,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2018,"84 ASHGROVE, BALLYVELLY, TRALEE",,Kerry,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2018,"FRANCIS STREET, KILRUSH, CO. CLARE",,Clare,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2020,"27 THE RISE, BODEN PARK, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2015,"INIS CATHAIGH, ROSLEVAN, ENNIS",,Clare,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2019,"3 ST JOHNS TERRACE, MILL PARK RD, ENNISCORTHY",,Wexford,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2018,"FARNHAM, CAVAN",,Cavan,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2017,"2 HOMEVILLE COURT, KNOCKLYON DUBLIN 16",,Dublin,"€226,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2015,"65 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"136 UPPER GLENAGEARY RD, GLENAGEARY, DUBLIN",,Dublin,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2019,"NO.5  FAN MÓR, COIS  FARRAIGE, KILCROHANE BANTRY",,Cork,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2015,"10 CUL NA CHLAISHE, CLASH, TRALEE",,Kerry,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2014,"12 FERNWOOD CRESCENT, LEHENAGHMORE, TOGHER",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2021,"2 ROWAN HILL, MOUNT OVAL VILLAGE ROCHESTOWN, CORK",,Cork,"€259,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2011,"3 Park Close, Gilford Road, Sandymount",,Dublin,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2019,"48 CLAREMONT COURT, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€465,000.00",No,Yes,New Dwelling house /Apartment,
05/03/2010,"62A Corke Abbey, Bray",,Dublin,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2019,"TULLYDONNELL, DUNLEER, LOUTH",,Louth,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"7 OAKDALE GROVE, BALLYCULLEN, DUBLIN 24",Dublin 24,Dublin,"€392,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2019,"93 ST JOHNS DR, CLONDALKIN, DUBLIN CITY",Dublin 22,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"13 SHANARD AVE, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€393,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2020,"33 DARTRY PARK, COOTEHILL, CAVAN",,Cavan,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2019,"RAILWAY LODGE, CASHELMORE, ENNISKEANE",,Cork,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2021,"37 BRENNANSTOWN SQ, BRENNANSTOWN, CABINTEELY DUBLIN 18",Dublin 18,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2010,"APT I, MAIN STREET, LOUGHREA",,Galway,"€65,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/08/2014,"25 Brickfield Drive, Honeypark, Dun Laoighaire",,Dublin,"€537,445.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
19/04/2021,"80 LAUREL DRIVE, ESKER HILLS, PORTLAOISE",,Laois,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2013,"51 Cairnbrook Avenue, Carrickmines",Dublin 18,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2010,"Curragh, Inch, Gorey",,Wexford,"€418,942.73",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
01/10/2013,"73 Johnstown Park, Dun Laoghaire, Co Dublin",,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
